Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Auto_Assignable,Opps_Responded,Assigns,P25_NAT_Hours,Median_NAT_Hours,P75_NAT_Hours,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Median_Goal,Tail_Ratio,IQR_Hours,Wait_State,Primary_Action,Stress_Flags,Problem_Type
Logic,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,80.0,60.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,,,,8.141665,16.13333,24.124995,28.919994,53.55231383482377,College,NICHE,72,12,1.79,15.98,Crisis,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Physics 11,1.0,2,1.0,86.0,-6.0,54,True,13.0,False,,13.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,1.0,109.0,93.0,0.0,0.0,85.3,down,-85.3,0.0,0.0,0.0,7.0,1.0,5.8166625,6.849995,7.8833275,8.503327,47.15739793650794,Other,LOW,60,12,1.24,2.07,Healthy,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Web Design,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,89.0,33.0,33.3,82.2,down,-48.9,3.0,1.0,2.0,0.0,0.0,0.71666,0.71666,0.71666,0.71666,38.15449307377049,College,NICHE,72,12,1.0,0.0,Insufficient_Data,On Track,['idle_pool'],On Track
Molecular Biology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,220.0,184.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,,,,24.01666,24.01666,24.01666,24.01666,39.827625328702545,College,NICHE,72,12,1.0,0.0,Insufficient_Data,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Personal Finance,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,146.0,118.0,0.0,0.0,80.8,down,-80.8,0.0,0.0,,,,0.16666,0.45833,0.6,2.30833,48.8681897995992,College,NICHE,72,12,5.04,0.43,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Chemical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,39.0,0.0,0.0,88.6,down,-88.6,0.0,0.0,,,,1.55,2.1,6.5708325,13.628331,54.819391269630025,College,NICHE,72,12,6.49,5.02,Healthy,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Photoshop,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,102.0,75.0,40.0,40.0,75.3,down,-35.3,5.0,2.0,2.0,1.0,1.0,0.46666,0.874995,5.85,5.85,39.40540234899329,Arts & Music,NICHE,72,12,6.69,5.38,Healthy,On Track,['idle_pool'],On Track
Fluid Mechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,73.0,61.0,0.0,0.0,85.9,down,-85.9,2.0,0.0,,,,0.6,0.95,1.08333,1.163328,40.680448896434626,College,NICHE,72,12,1.22,0.48,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Minecraft,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,72.0,66.0,100.0,100.0,91.5,up,8.5,1.0,1.0,,,,,,,,36.09940361247947,Technology,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Econometrics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,43.0,35.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,,,,1.96666,1.96666,1.96666,1.96666,51.60769984316186,College,NICHE,72,12,1.0,0.0,Insufficient_Data,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
PSAT Mathematics,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,525.0,457.0,100.0,100.0,87.0,up,13.0,1.0,1.0,,,,16.9999975,21.38333,25.99583,34.29833,49.422663256580954,Test Prep,NICHE,72,12,1.6,9.0,Crisis,On Track,['idle_pool'],On Track
