Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Auto_Assignable,Opps_Responded,Assigns,P25_NAT_Hours,Median_NAT_Hours,P75_NAT_Hours,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Median_Goal,Tail_Ratio,IQR_Hours,Wait_State,Primary_Action,Stress_Flags,Problem_Type
Math 1,5.0,1,6.0,-71.0,25.0,350,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,488.0,407.0,67.0,66.7,83.5,down,-16.8,3.0,2.0,0.0,0.0,0.0,,,,45.266665,46.5491584797451,High School,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Elementary Social Studies,48.0,1,58.0,-98.0,329.0,4800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1207.0,919.0,41.0,41.3,77.5,down,-36.2,46.0,19.0,7.0,3.0,2.0,,,,22.033332,44.15129912976708,Elementary,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Statistics Graduate Level,2.0,2,2.0,-14.0,2.0,117,False,12.0,True,['Apr'],12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,2.0,1.0,123.0,105.0,33.0,33.3,86.7,down,-53.3,3.0,1.0,0.0,0.0,0.0,,,,47.926664,47.323590862771745,College,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
COMLEX,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,15.0,12.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,,,,,43.61538423076923,Test Prep,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
IB Physics,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,97.0,80.0,0.0,0.0,82.5,down,-82.5,0.0,0.0,,,,,,,52.33333,47.090175863860736,IB,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
AP European History,4.0,1,5.0,-64.0,18.0,280,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,101.0,85.0,100.0,100.0,84.0,up,16.0,1.0,1.0,0.0,2.0,2.0,,,,21.78333,45.86567999147666,AP,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
AP Physics 2,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,234.0,206.0,0.0,0.0,88.0,down,-88.0,0.0,0.0,0.0,0.0,0.0,,,,34.43666,46.8240875,AP,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
PRAXIS Speech Language Pathology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,77.8,down,-77.8,0.0,0.0,,,,,,,25.14166,39.055365068493145,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Hindi,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,65.0,0.0,0.0,80.2,down,-80.2,0.0,0.0,,,,,,,45.041666,40.9350223700121,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Genetics,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,100.0,83.0,60.0,60.0,84.2,down,-24.2,5.0,3.0,2.0,113.0,34.0,,,,21.123327,45.35444119832041,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
SSAT- Upper Level,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,12.0,2.0,157.0,130.0,75.0,75.0,84.2,down,-9.2,24.0,18.0,2.0,6.0,4.0,,,,24.0,54.867011508356256,Test Prep,NICHE,72,12,,,Unknown,On Track,[],On Track
German 1,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,48.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,,,,,,,44.08333,48.01816719114219,Language,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ISEE- Middle Level,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,151.0,124.0,71.0,71.4,83.8,down,-12.4,21.0,15.0,2.0,6.0,4.0,,,,24.0,55.86300663837197,Test Prep,NICHE,72,12,,,Unknown,On Track,[],On Track
PANCE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,87.5,down,-87.5,1.0,0.0,0.0,11.0,8.0,,,,0.03333,46.555382919254654,Test Prep,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Environmental Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,164.0,139.0,67.0,66.7,85.1,down,-18.4,3.0,2.0,2.0,2.0,2.0,,,,53.323328,49.09935760151085,Other,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Blender,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,22.0,16.0,0.0,0.0,76.2,down,-76.2,1.0,0.0,,,,,,,96.286664,25.04773584288052,Other,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
Polish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,8.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,,,,76.53333,34.44504685466377,Language,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,32.0,20.0,0.0,0.0,62.5,down,-62.5,0.0,0.0,,,,,,,,36.283163,Professional/Cert,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
ARDMS - Sonography Principals and Instruments (SPI),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,8.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,,,,16.796666,53.96739130434782,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Data Analysis,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,133.0,118.0,50.0,50.0,89.3,down,-39.3,2.0,1.0,0.0,10.0,5.0,,,,100.63,43.07903753988976,College,NICHE,72,12,,,Unknown,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Computer Game Design,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,50.0,41.0,0.0,0.0,82.0,down,-82.0,0.0,0.0,,,,,,,21.18333,40.49778821202531,Technology,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Discrete Math,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,206.0,175.0,0.0,0.0,85.4,down,-85.4,1.0,0.0,0.0,0.0,0.0,,,,67.93333,49.48951980413493,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Physical Science,3.0,1,4.0,-52.0,11.0,210,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,0.0,1.0,238.0,201.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,2.0,7.0,1.0,,,,,46.3929247542058,High School,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Data Structures,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,145.0,120.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,,,,,,,6.283333,37.63515694927032,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Marketing,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,6.0,3.0,141.0,115.0,38.0,37.5,84.2,down,-46.7,8.0,3.0,2.0,0.0,0.0,,,,31.664994,41.778320299884655,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Latin 2,2.0,1,2.0,-43.0,6.0,175,False,8.0,False,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,47.0,35.0,100.0,100.0,72.7,up,27.3,3.0,3.0,0.0,2.0,2.0,,,,4.9,44.138797027250206,Language,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Pathophysiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,111.0,85.0,25.0,25.0,80.6,down,-55.6,8.0,2.0,2.0,17.0,11.0,,,,24.0,36.15354412829799,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
FE - Mechanical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,8.0,4.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,,,,,,,33.08833,47.65292264808363,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Cell Biology,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,422.0,343.0,43.0,42.9,81.9,down,-39.1,7.0,3.0,1.0,65.0,36.0,,,,8.503332,40.29008761516188,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Grade 12 Physics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,177.0,148.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,0.0,0.0,0.0,,,,41.25,44.957792420282274,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
GED Math,5.0,1,6.0,-89.0,31.0,875,False,4.0,False,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,1.0,404.0,332.0,75.0,75.0,82.4,down,-7.4,12.0,9.0,,,,,,,10.68333,53.35496281986227,Test Prep,NICHE,72,12,,,Unknown,On Track,[],On Track
PRAXIS Core Math,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,54.0,46.0,0.0,0.0,86.8,down,-86.8,1.0,0.0,,,,,,,10.733329,49.51182599580713,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Ukrainian,1.0,2,1.0,71.0,-5.0,58,True,12.0,False,,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,10.0,9.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,,,,,,,20.02666,30.166245454545447,Language,LOW,60,12,,,Unknown,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Autodesk Revit,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,36.0,29.0,100.0,100.0,79.4,up,20.6,2.0,2.0,,,,,,,164.31666,25.445590806754222,Technology,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'critical_wait']",On Track — High Wait
High School Computer Science,9.0,1,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,263.0,213.0,33.0,33.3,82.7,down,-49.3,9.0,3.0,1.0,7.0,1.0,,,,25.73333,40.74846999784622,High School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
ISEE- Upper Level,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,134.0,109.0,74.0,73.7,82.6,down,-8.9,19.0,14.0,2.0,6.0,4.0,,,,19.399994,55.915394464127544,Test Prep,NICHE,72,12,,,Unknown,On Track,[],On Track
Social Work,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,2.0,102.0,79.0,14.0,14.3,82.1,down,-67.8,7.0,1.0,,,,,,,,49.29548259940145,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
College Business,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,216.0,174.0,56.0,55.6,81.6,down,-26.1,9.0,5.0,2.0,2.0,1.0,,,,7.46666,44.38801355636363,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Machine Learning,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,88.0,77.0,50.0,50.0,89.3,down,-39.3,4.0,2.0,1.0,10.0,5.0,,,,72.216662,37.2641462585034,College,NICHE,72,12,,,Unknown,Investigate — Wait Times,['idle_pool'],On Track — High Wait
AP Physics C: Electricity and Magnetism,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,113.0,99.0,0.0,0.0,87.6,down,-87.6,0.0,0.0,,,,,,,94.683327,47.238546452365085,AP,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
Philosophy,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,109.0,81.0,60.0,60.0,75.0,down,-15.0,5.0,3.0,1.0,2.0,2.0,,,,6.2,45.712506761945384,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Singing,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,88.0,70.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,,,,,,,24.0,38.68916577598828,Arts & Music,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
GRE Quantitative,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,134.0,119.0,0.0,0.0,88.8,down,-88.8,0.0,0.0,,,,,,,1.424997,50.9896072139738,Test Prep,NICHE,72,12,,,Unknown,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
HESI,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,25.0,21.0,0.0,0.0,84.0,down,-84.0,0.0,0.0,0.0,0.0,0.0,,,,65.569996,45.98854693251534,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CPA REG,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,33.0,30.0,0.0,0.0,90.9,down,-90.9,0.0,0.0,0.0,1.0,0.0,,,,29.663332,39.5817828318584,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Video Game Design,2.0,2,2.0,-21.0,3.0,127,False,11.0,False,,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,41.0,33.0,0.0,0.0,80.5,down,-80.5,0.0,0.0,,,,,,,47.596662,43.157881674565566,Technology,LOW,60,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Economics,6.0,2,7.0,-67.0,28.0,300,False,14.0,False,,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,1.0,276.0,221.0,57.0,57.1,80.7,down,-23.5,7.0,4.0,,,,,,,82.069998,48.10060771780303,High School,LOW,60,12,,,Unknown,Investigate — Wait Times,['idle_pool'],On Track — High Wait
SQL,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,178.0,144.0,50.0,50.0,82.7,down,-32.7,10.0,5.0,3.0,10.0,5.0,,,,40.03,37.69638573326249,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
MAP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.0,18.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,,,,,,,1.43333,52.483789728096674,Test Prep,NICHE,72,12,,,Unknown,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Graphic Design,11.0,1,13.0,-91.0,70.0,1100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,3.0,125.0,88.0,33.0,33.3,73.3,down,-39.9,9.0,3.0,2.0,1.0,1.0,,,,68.76666,41.97020463521667,Arts & Music,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
TOEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,66.0,53.0,0.0,0.0,80.3,down,-80.3,0.0,0.0,0.0,7.0,1.0,,,,3.35,46.916855230622915,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Contract Law,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,51.0,38.0,50.0,50.0,75.5,down,-25.5,2.0,1.0,0.0,2.0,1.0,,,,3.503328,42.73784924346629,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Animation,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,28.0,0.0,0.0,73.7,down,-73.7,0.0,0.0,,,,,,,41.156664,36.577246275395034,Arts & Music,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Autodesk Fusion 360,1.0,1,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,23.0,19.0,0.0,0.0,86.4,down,-86.4,1.0,0.0,,,,,,,288.506662,24.05496754850088,Technology,LOW,60,12,,,Unknown,Recruit More,"['idle_pool', 'new_tutor_stuck', 'critical_wait', 'paper_supply']",True Supply Problem
Finite Mathematics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,144.0,122.0,100.0,100.0,84.6,up,15.4,1.0,1.0,,,,,,,39.149998,54.609214520411555,College,NICHE,72,12,,,Unknown,On Track,[],On Track
IB French,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,29.0,100.0,100.0,75.7,up,24.3,1.0,1.0,,,,,,,3.28,42.67326683168317,IB,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Data Science,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,120.0,97.0,50.0,50.0,83.0,down,-33.0,8.0,4.0,1.0,10.0,5.0,,,,24.699996,39.566862887323936,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Project Management/PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,65.0,46.0,0.0,0.0,70.8,down,-70.8,0.0,0.0,,,,,,,24.81,34.5392295154185,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Microsoft Word,11.0,1,13.0,-87.0,67.0,770,False,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,309.0,239.0,50.0,50.0,77.7,down,-27.7,4.0,2.0,0.0,2.0,1.0,,,,42.076662,36.832328686327074,Technology,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Sociology,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,182.0,150.0,100.0,100.0,82.3,up,17.7,1.0,1.0,,,,,,,49.91666,49.48702017584452,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Neuroscience,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,147.0,110.0,25.0,25.0,76.2,down,-51.2,4.0,1.0,0.0,84.0,14.0,,,,115.01666,41.19176724876441,College,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'high_wait']",On Track — High Wait
