Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Primary_Action,Stress_Flags,Problem_Type
Sketchup,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,21.0,15.0,100.0,100.0,68.4,up,31.6,2.0,2.0,88.53333,0.1523580576923077,Technology,NICHE,72,Investigate — Wait Times,['idle_pool'],On Track — High Wait
High School Level American Literature,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,305.0,249.0,0.0,0.0,81.6,down,-81.6,0.0,0.0,5.5,0.4974833190516307,High School,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Relational Databases,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,111.0,92.0,50.0,50.0,84.8,down,-34.8,6.0,3.0,,0.3914579650476623,College,NICHE,72,On Track,['idle_pool'],On Track
IB Extended Essay,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,111.0,92.0,50.0,50.0,83.5,down,-33.5,2.0,1.0,21.36666,0.4779086586807716,IB,NICHE,72,On Track,['idle_pool'],On Track
CISSP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,11.0,6.0,0.0,0.0,60.0,down,-60.0,1.0,0.0,,0.194119937694704,Professional/Cert,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Theology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,93.0,71.0,0.0,0.0,76.3,down,-76.3,0.0,0.0,21.14333,0.3950468590330788,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
C,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,109.0,90.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,,0.3884710257856567,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
AP Art History,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,65.0,45.0,0.0,0.0,69.2,down,-69.2,0.0,0.0,3.9,0.4838650202863961,AP,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Epidemiology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,49.0,40.0,0.0,0.0,81.6,down,-81.6,0.0,0.0,4.36666,0.5012510830564784,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Quantitative Methods,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,65.0,0.0,0.0,82.3,down,-82.3,2.0,0.0,43.864997,0.5311111252525252,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Cooking,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,119.0,97.0,0.0,0.0,81.5,down,-81.5,0.0,0.0,,0.4215512421652422,Other,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Trumpet,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,10.0,0.0,0.0,71.4,down,-71.4,0.0,0.0,,0.3588243047091413,Arts & Music,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Audio Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,23.0,18.0,0.0,0.0,78.3,down,-78.3,0.0,0.0,41.95,0.4442299414414414,Arts & Music,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Cardiology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,48.0,40.0,0.0,0.0,83.3,down,-83.3,0.0,0.0,,0.5009647987341772,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Drum and Percussion,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,25.0,23.0,0.0,0.0,92.0,down,-92.0,0.0,0.0,,0.2659779037267081,Other,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Numerical Analysis,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,27.0,0.0,0.0,96.4,down,-96.4,0.0,0.0,3.55,0.4345342952924393,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Accounting,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,163.0,125.0,33.0,33.3,79.2,down,-45.9,9.0,3.0,1.61666,0.4210744459430529,High School,NICHE,72,On Track,['idle_pool'],On Track
Evolutionary Biology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,152.0,127.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,24.0,0.4602827367106671,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Fiction Writing,15.0,1,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,447.0,355.0,0.0,0.0,79.8,down,-79.8,2.0,0.0,,0.4584480561968793,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
College Geography,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,47.0,29.0,0.0,0.0,65.9,down,-65.9,3.0,0.0,16.85,0.4856674912043301,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Business Enterprise,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,57.0,49.0,0.0,0.0,86.0,down,-86.0,0.0,0.0,90.6,0.5289117127976191,Other,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
TEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,68.0,50.0,0.0,0.0,73.5,down,-73.5,0.0,0.0,,0.5149403756097561,Professional/Cert,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Salesforce,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,15.0,0.0,0.0,53.6,down,-53.6,0.0,0.0,7.17,0.4224604774590164,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
IB Economics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,39.0,0.0,0.0,90.7,down,-90.7,1.0,0.0,,0.5298280363984674,IB,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Newtonian Mechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,52.0,45.0,0.0,0.0,86.5,down,-86.5,0.0,0.0,,0.4500396425491136,Other,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
LSAT Argumentative Writing,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,85.0,64.0,100.0,100.0,74.7,up,25.3,2.0,2.0,,0.542094294624397,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
IB Global Politics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,42.0,34.0,100.0,100.0,80.5,up,19.5,1.0,1.0,0.15,0.5345870057636888,IB,NICHE,72,On Track,['idle_pool'],On Track
IB Environmental Systems and Societies,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,11.0,0.0,0.0,78.6,down,-78.6,0.0,0.0,,0.4740972991452991,IB,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Turkish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,2.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,53.76666,0.1940298507462686,Language,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ACT,8.0,3,10.0,-66.0,37.0,295,False,19.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,3.0,0.0,0.0,0.0,1.0,1.0,14.0,,,,,,,12.0,13.0,574.0,489.0,61.0,60.9,86.2,down,-25.3,23.0,14.0,34.26333,0.4740080141861418,Test Prep,LOW,60,On Track,['idle_pool'],On Track
High School English,101.0,1,121.0,-99.0,700.0,10100,False,7.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,1.0,1978.0,1391.0,40.0,40.4,72.1,down,-31.7,109.0,44.0,24.0,0.4361843527036697,High School,NICHE,72,On Track,['idle_pool'],On Track
Calculus 1,28.0,1,34.0,-98.0,193.0,6533,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,19.0,2.0,1165.0,941.0,58.0,58.1,81.4,down,-23.3,31.0,18.0,28.08333,0.4174680128922765,Other,NICHE,72,On Track,['idle_pool'],On Track
Conversational French,4.0,2,5.0,-39.0,11.0,165,False,17.0,True,['Apr'],10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,2.0,0.0,0.0,2.0,3.0,3.0,7.0,,,,,,,3.0,2.0,179.0,139.0,25.0,25.0,78.9,down,-53.9,4.0,1.0,26.0,0.4321683838334946,Language,LOW,60,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Korean,2.0,1,2.0,-71.0,10.0,350,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,50.0,41.0,33.0,33.3,85.1,down,-51.8,3.0,1.0,27.6,0.3778727741487144,Language,NICHE,72,On Track,['idle_pool'],On Track
Pre-Algebra,44.0,1,53.0,-97.0,298.0,3080,False,10.0,True,['Apr'],2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,,,,,,38.0,4.0,2334.0,1875.0,60.0,60.0,81.0,down,-21.0,75.0,45.0,17.37166,0.4375976016803375,Middle School,LOW,60,On Track,['idle_pool'],On Track
Conversational Italian,2.0,1,2.0,-93.0,13.0,1400,False,1.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,2.0,56.0,45.0,100.0,100.0,79.6,up,20.4,2.0,2.0,24.0,0.4349416188734455,Language,NICHE,72,On Track,['idle_pool'],On Track
Phonics,72.0,1,86.0,-99.0,501.0,16800,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,0.0,2343.0,1761.0,48.0,47.6,76.2,down,-28.6,82.0,39.0,24.014994,0.4511914242719768,Elementary,NICHE,72,On Track,['idle_pool'],On Track
GRE,1.0,1,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,1.0,127.0,116.0,0.0,0.0,92.1,down,-92.1,1.0,0.0,33.474995,0.5042332236765221,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
College Statistics,4.0,1,5.0,-82.0,23.0,560,False,5.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,,,,,,2.0,5.0,329.0,281.0,40.0,40.0,86.1,down,-46.1,5.0,2.0,24.0,0.4791932054407801,College,NICHE,72,On Track,['idle_pool'],On Track
TEAS,1.0,1,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,1.0,63.0,48.0,0.0,0.0,76.2,down,-76.2,0.0,0.0,24.05,0.4648182615384615,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Writing,95.0,1,114.0,-100.0,662.0,22167,False,3.0,False,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,1.0,1561.0,1092.0,37.0,36.5,72.6,down,-36.1,115.0,42.0,21.219996,0.4327967136006206,High School,NICHE,72,On Track,['idle_pool'],On Track
Grade 10 Math,12.0,1,14.0,-95.0,80.0,2100,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,1.0,785.0,654.0,33.0,33.3,83.9,down,-50.6,9.0,3.0,48.9,0.4420517676702831,High School,NICHE,72,On Track,['idle_pool'],On Track
College Math,5.0,1,6.0,-91.0,32.0,1167,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,1.0,1.0,697.0,596.0,50.0,50.0,85.7,down,-35.7,4.0,2.0,24.863327,0.4599285993392798,College,NICHE,72,On Track,['idle_pool'],On Track
GMAT,1.0,1,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],8.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,0.0,2.0,62.0,55.0,0.0,0.0,88.7,down,-88.7,0.0,0.0,26.866665,0.4596442144082333,Test Prep,LOW,60,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
High School Science,22.0,1,26.0,-98.0,151.0,5133,False,3.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,2.0,986.0,799.0,10.0,10.0,81.8,down,-71.8,10.0,1.0,5.76666,0.4366499180785701,High School,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
SHSAT,5.0,1,6.0,-97.0,34.0,3500,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,8.0,1.0,164.0,134.0,78.0,77.8,82.2,down,-4.4,18.0,14.0,55.06333,0.5540685118477439,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
GED,8.0,1,10.0,-98.0,55.0,5600,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,10.0,2.0,537.0,437.0,71.0,70.6,81.7,down,-11.1,17.0,12.0,27.0,0.5238617677636294,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
Business Calculus,2.0,1,2.0,-57.0,8.0,233,False,6.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,,,,,,,0.0,3.0,103.0,78.0,0.0,0.0,76.5,down,-76.5,1.0,0.0,16.359994,0.5088111155689686,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
DAT,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,9.0,8.0,100.0,100.0,87.5,up,12.5,1.0,1.0,42.043328,0.5019137210231814,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
HESI - Health Education Systems Incorporated,1.0,1,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Other,NICHE,72,Insufficient Data,[],Supply Problem (No Util Data)
IBEW - International Brotherhood of Electrical Workers,1.0,1,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Other,NICHE,72,Insufficient Data,[],Supply Problem (No Util Data)
NCLEX-Registed Nurse,1.0,1,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Professional/Cert,NICHE,72,Insufficient Data,[],Supply Problem (No Util Data)
OAT,1.0,1,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,40.61833,0.4860309824684432,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Orton Gillingham Reading,1.0,1,1.0,-29.0,2.0,140,False,5.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Other,NICHE,72,Insufficient Data,[],Supply Problem (No Util Data)
